Tag	GSM4101749	GSM4101750	GSM4101751	GSM4101752	GSM4101753	GSM4101754	GSM4101755	GSM4101756	GSM4101757	GSM4101758	GSM4101759	GSM4101760	GSM4101761
ACSL5	8.13729	6.31528	7.70176	6.73249	8.79438	7.32282	7.7839	8.23218	8.51261	6.72675	8.75605	7.55805	7.7647
ACSL6|MEIKIN	4.76295	4.75689	4.53531	4.27107	4.99417	4.8707	4.65434	4.70527	5.03869	4.45057	5.00077	4.62343	4.51518
ACSM1	4.54038	4.63349	4.50098	4.69325	4.25739	3.99395	4.02783	3.82507	3.87206	3.8492	3.77725	3.80659	3.98315
ACSM2A|ACSM2B	3.37496	3.0324	3.36453	3.27974	3.28991	3.23978	3.11172	3.28729	3.79471	3.66938	3.34996	3.08431	3.65804
ACSM2B|ACSM2A	3.36515	3.33161	3.61963	3.30041	3.48756	3.39059	3.12835	3.34608	3.9174	3.81984	3.52353	3.24001	3.80235
ACSM3	4.94118	4.30487	3.70574	4.54494	4.3562	4.36179	4.34965	4.10261	3.78706	4.80669	4.43356	4.74495	4.5533
ACSM5	5.00136	5.26559	4.60449	6.49924	5.29157	5.92047	5.39039	3.71017	4.69308	6.30842	5.27226	5.65883	6.18349
ACSM6	3.73222	4.45055	4.06223	3.92945	3.87019	3.73093	4.40073	4.01504	4.02484	4.31408	3.95733	3.89461	4.06222
ACSS1	6.47909	6.32914	6.87528	7.19596	7.21499	7.57991	6.34955	6.92866	7.23707	6.48585	6.96414	6.81787	6.94967
ACSS2	7.37742	7.13007	7.10876	7.72494	7.21153	7.62348	7.29274	7.18931	6.97868	6.85215	7.27916	7.55743	6.97611
ACSS3	6.69052	7.52833	8.18043	7.39697	6.95829	7.53479	7.21533	7.80475	6.22715	7.80071	7.28497	7.43465	7.32297
ACTA1	6.18003	6.71467	6.39822	6.28696	6.75971	6.66853	6.83328	6.24443	6.82712	6.69872	6.72376	6.08595	6.67591
ACTA2	9.29609	9.45255	9.84555	9.60672	10.1189	8.60184	10.3138	9.22457	7.51459	10.6155	9.04679	9.4418	9.42608
ACTA2-AS1	4.30484	5.08412	4.85062	4.32341	5.74895	4.51188	4.64473	5.13685	5.51472	4.82162	4.91745	4.48714	4.80992
ACTB	11.9255	12.1669	12.1178	12.698	13.1466	12.6218	12.8603	12.7226	12.9864	12.6054	13.0366	12.8313	12.7348
ACTBL2	3.84611	4.03119	3.40638	3.28114	3.51251	3.27587	3.31201	3.54218	3.25526	3.26689	3.20796	2.97903	3.08796
ACTC1	4.60158	4.63331	4.42507	4.38721	4.83526	4.02074	4.59805	4.4833	4.82036	4.62771	4.59912	4.14945	4.50163
ACTE1P	4.17436	3.29666	4.20971	4.30807	3.37535	3.85572	4.0773	3.93392	3.33533	3.97931	3.83891	3.44548	3.99779
ACTG1	12.109	12.6214	12.8181	12.5363	12.45	12.2759	12.4162	11.9064	12.3645	12.3133	12.4514	12.2457	12.6254
ACTG1P17	4.17325	4.30404	3.95925	4.23109	4.17665	4.24726	4.58875	4.28632	4.8139	4.67207	4.44234	4.14988	4.47622
ACTG1P20	3.29048	2.87283	3.86286	4.19425	3.20537	3.89703	3.02697	3.16862	3.86659	3.54277	3.32789	3.65169	3.90024
ACTG2	6.88289	6.56079	5.84441	6.38431	7.31306	5.63288	7.91355	5.93127	5.65854	7.12917	6.08281	6.48306	6.06176
ACTL10	5.54954	5.82536	5.45973	5.30492	5.32495	5.60447	5.71439	5.64241	5.30563	5.43699	5.53067	5.35365	5.4749
ACTL6A	6.65788	5.81457	6.18248	5.64042	5.99547	6.44529	5.85321	5.6939	6.56879	5.95711	6.19679	5.90725	5.70456
ACTL6B	4.19069	4.13558	3.93393	4.16754	4.18135	4.31071	4.21069	4.53914	4.08627	4.25372	4.21421	3.57539	4.4017
ACTL7A	3.18347	3.99949	3.94553	3.53003	3.98923	3.43845	3.54217	3.15918	3.75458	3.49181	3.55516	3.28218	4.03412
ACTL7B	5.60862	5.54458	5.66759	5.71536	5.61805	5.50787	5.63613	5.54852	5.63142	6.13376	5.28511	5.37845	5.67388
ACTL8	3.94289	4.37667	4.63805	4.2095	4.23372	3.70166	4.1362	4.33191	3.98344	4.15376	4.03569	4.13471	4.00061
ACTL9	5.73281	5.75912	5.48171	6.18916	5.88631	5.96553	6.04162	5.42691	6.02149	6.24473	5.73351	5.47207	5.63428
ACTMAP	6.61436	7.77179	7.79446	8.04359	7.12345	7.13743	7.17146	6.89625	6.73827	7.22691	6.88022	7.11041	7.28888
ACTN1	9.60577	8.41834	8.7933	8.01908	9.68476	8.6559	9.52092	9.24748	9.79154	8.46249	9.86908	9.40181	8.63275
ACTN2	3.63685	3.97366	3.59547	3.53796	3.66349	3.69884	3.79425	3.69204	3.77194	3.71982	3.43713	3.3229	3.85688
ACTN3	4.34758	4.40684	4.10934	4.41336	3.88305	4.20012	4.05438	4.19104	4.03445	4.28446	4.34165	4.14352	4.34624
ACTN4	10.834	11.4618	11.325	11.2238	10.9627	11.2194	10.7408	10.7642	10.3127	10.6752	11.1871	10.9933	11.1604
ACTR10	7.75361	7.19858	7.58111	7.213	7.77658	8.0824	7.33232	7.75373	7.19305	7.84615	7.62305	7.7011	7.75375
ACTR1A	9.28746	8.77619	8.77514	8.77544	8.66547	9.03964	8.32914	8.03206	8.85078	8.70057	8.76491	9.14388	8.25409
ACTR1B	7.52565	8.10333	7.95893	8.02565	7.73386	8.00323	7.68494	7.32444	8.09202	7.90877	7.7704	7.92874	7.69307
ACTR2	10.9175	9.88237	10.4191	10.1594	11.4929	10.603	10.4126	10.9075	11.4886	10.1934	10.9523	10.334	9.99797
ACTR3	11.0162	9.89855	10.3649	9.39684	10.967	9.8926	10.1197	10.417	10.7967	9.8158	10.6059	10.004	10.1371
ACTR3B	6.25513	6.51326	6.31569	6.63845	6.25976	6.40688	6.38426	5.87133	5.82972	6.14085	5.58319	5.97755	6.2128
ACTR3BP2|ACTR3BP5	2.39694	2.3359	2.39973	2.59086	2.91456	2.17073	2.0853	2.56353	2.39642	2.52591	2.38225	2.07348	3.23307
ACTR3BP5|ACTR3BP2	2.19149	2.28953	2.25358	2.4592	2.60841	2.0928	1.96725	2.61176	2.06988	2.41453	2.22827	2.09264	2.90092
ACTR3C	4.90427	6.98563	6.6487	6.14815	6.26157	6.19581	5.79144	4.92461	6.06241	6.524	6.06339	6.17854	5.81334
ACTR5	6.38364	6.27117	6.35251	6.41515	6.48944	6.58061	5.86005	6.19938	7.23706	5.8989	6.26193	6.12869	5.82053
ACTR6	6.9584	6.42607	6.56745	5.2112	5.00036	5.63788	5.37207	5.32089	5.53091	4.59293	5.48801	5.31686	5.06411
ACTR8	7.70428	7.24286	7.1581	7.68715	7.72195	7.95078	7.02752	7.1303	7.63284	7.23401	7.68283	7.6109	7.38039
ACTRT1	3.59624	3.59645	3.36418	3.18964	3.18908	3.07517	3.23213	4.2164	3.28522	3.29988	3.40688	3.15956	3.24087
ACTRT2	4.47028	4.47778	4.27132	4.61187	4.415	4.91115	4.63669	4.33704	5.61572	4.52956	4.62219	4.28172	5.08171
ACTRT3	4.14725	3.88278	3.41966	3.9684	3.50296	3.97476	3.63199	3.76605	3.73949	3.75689	3.77077	3.90655	3.50287
ACVR1	7.4099	7.6829	7.75983	8.46362	6.95787	7.23104	7.43987	7.2644	6.30656	7.67837	7.12307	7.87785	7.80513
ACVR1B	7.37038	7.18326	7.0041	7.6801	6.96183	7.44811	7.36166	6.86409	6.87774	7.52932	7.47197	7.34268	7.36984
ACVR1C	5.6788	5.36561	4.90399	5.24189	5.65129	5.16597	5.7679	5.40136	5.92066	5.21083	6.03138	5.51101	5.82181
ACVR2A	7.89153	7.05395	6.78298	7.1033	6.53202	6.74339	6.82855	6.56878	6.22814	6.72896	6.89071	7.05486	6.74422
ACVR2B	5.16664	4.79384	4.97732	4.99951	4.52668	4.84978	4.94191	4.83238	4.73485	4.76236	4.84011	4.98481	4.46158
ACVRL1	6.46225	6.63723	6.37422	7.79121	7.56935	7.62446	6.81507	7.1771	7.3252	7.09315	7.82033	7.07951	7.29503
ACY1|ABHD14A-ACY1	6.62172	7.68539	7.07722	8.18742	6.94897	8.30444	7.4988	7.39049	6.86097	8.91117	7.58279	8.39813	7.773
ACY3	5.07097	5.05641	5.21514	4.83022	5.76274	4.55024	5.1868	5.11383	6.06362	4.71943	5.25237	4.90442	5.02942
ACYP1	5.38399	5.68711	6.29199	7.1291	6.0946	6.66032	6.17972	6.26553	6.37171	6.41082	5.93875	6.54389	6.38507
ACYP2	6.16528	6.57174	6.57569	6.76058	6.48154	6.40757	6.68884	6.55264	6.75825	7.14142	6.25974	6.6921	6.54471
ADA	6.03458	5.4169	5.88126	5.49727	7.19488	6.66757	6.34218	6.43715	7.93875	5.31024	7.06093	5.78096	6.02603
ADA2	9.19833	8.99761	9.12931	6.51575	8.78068	7.32252	7.27753	9.03462	8.00765	6.29755	9.4007	7.40038	7.32386
ADAD1	2.10015	2.22883	2.47076	2.54498	2.16287	2.47937	2.45725	2.56921	2.58007	2.58821	2.40168	2.47052	2.93465
ADAD2	5.77208	6.26434	6.18245	6.31536	6.44461	6.40608	6.41085	6.27497	6.66281	6.28382	6.15104	6.14618	6.09781
ADAL	6.13798	6.98009	6.61562	7.03493	6.41697	7.38067	6.33268	7.08765	6.51108	6.99618	6.84994	6.72603	6.67841
ADAM10	9.96941	9.56937	8.9035	10.1678	10.0135	9.96842	9.91547	9.86045	9.7119	10.1155	10.0827	10.3624	10.1364
ADAM11	4.94197	5.69386	5.7779	5.14668	5.27183	5.17375	5.34477	5.34589	5.10569	5.31835	5.34563	4.76401	5.60626
ADAM12	6.66349	4.75747	5.61883	5.02973	6.05822	5.06889	5.87507	6.28166	6.38568	4.21819	5.87463	5.25916	4.62717
ADAM15	7.14309	6.93643	7.17856	7.35153	7.25081	7.37966	7.90672	6.65704	7.11851	7.21722	7.2072	7.19825	7.05598
ADAM17	8.08691	7.50881	7.86241	7.80864	7.84763	7.84972	7.60687	8.04624	7.85615	7.36703	8.07768	7.87108	7.40149
ADAM18	2.86206	2.52121	2.83467	2.38994	2.8738	2.79204	2.39946	2.64862	2.99776	2.67913	3.16541	2.32814	2.60956
ADAM19	7.37278	5.82179	7.04145	5.86116	9.12999	7.01674	7.76099	8.1328	9.56935	5.77316	8.07614	7.16307	6.69131
ADAM2	2.71509	2.35092	2.58658	2.94785	2.16783	2.42173	2.47515	2.56602	2.33441	2.9268	2.36712	2.48822	2.56602
ADAM20	4.03012	4.37301	4.38627	4.42533	4.55817	3.8269	4.03944	4.19267	4.48505	4.57053	4.03153	4.16975	4.25151
ADAM20P1	2.65302	2.91053	2.92242	3.43914	2.57883	3.05629	2.66212	2.46807	3.4832	2.77773	2.62867	2.87601	3.44717
ADAM21	3.13616	2.84766	2.88371	3.00058	2.84406	2.57775	2.93943	2.72527	2.34445	3.42656	3.2259	2.88424	3.19006
ADAM21P1|ADAM21	4.6594	4.29503	4.03245	4.40844	3.6869	3.66662	3.35357	4.36173	3.02112	3.7386	3.49102	3.73309	4.48684
ADAM22	5.37752	6.42662	5.95814	4.78712	5.27723	4.71376	5.02746	5.55818	4.94358	5.0516	5.40649	5.24473	5.27419
ADAM23	5.75426	4.1496	5.0566	3.86958	5.96118	4.03238	5.73409	5.81774	5.3402	4.82287	5.84964	5.02584	5.10783
ADAM28	8.27511	5.4203	7.92071	5.23679	8.53968	6.30619	7.04359	8.4668	8.94518	4.36577	8.17387	6.80725	6.29441
ADAM29	2.95422	2.49016	2.54059	2.93793	2.82881	2.71416	2.64142	2.87159	3.09275	2.2494	2.76837	2.59303	2.43211
ADAM30	2.80722	3.03702	2.8752	3.49048	2.8428	2.98474	3.12584	3.19441	3.29145	3.34966	2.78929	3.07286	3.29757
ADAM32	5.20644	4.24678	4.32363	4.04722	4.32558	4.36025	4.88111	4.25421	4.41596	4.9281	4.15053	4.85066	4.66288
ADAM33	5.98954	6.34368	6.06064	6.17619	6.44563	6.16498	6.69256	5.7536	6.4307	6.77412	6.21296	6.53521	6.66477
ADAM3A	2.54539	2.39203	2.47808	2.9743	2.67525	2.52886	2.3334	2.75001	2.75444	2.42755	2.4903	2.07673	2.76
ADAM5	2.85622	2.48268	2.44809	2.26736	2.48089	2.50438	2.26915	3.4563	2.60023	2.15345	2.48783	2.43647	2.57399
ADAM6	4.22349	4.17024	4.143095	4.24523	4.105465	4.397145	4.33954	4.13451	4.360885	4.458595	4.378	4.16153	4.209115
ADAM7	2.81521	2.60241	2.49587	2.71053	3.0699	2.74646	2.9482	2.8826	2.96264	2.81406	2.93066	2.80794	3.38489
ADAM8	6.53242	5.66695	5.63829	5.83146	6.20757	5.79904	6.18379	5.55996	6.61579	5.89174	6.17871	5.84589	5.65678
ADAM9	9.29057	9.1119	8.93108	8.86915	8.22231	9.00364	8.64091	8.96781	7.08491	8.84176	8.84353	9.19547	8.90011
ADAMDEC1	7.66661	4.90719	6.60599	4.33565	7.96219	6.97384	5.76105	8.3276	8.6584	3.2602	8.43294	6.88292	6.20606
ADAMTS1	7.8345	6.18063	8.12217	6.59243	6.90057	6.37972	8.19753	7.60385	7.56497	7.0615	7.80925	7.18989	6.57418
ADAMTS10	6.13423	5.87122	6.22832	6.36878	6.52355	6.01125	6.8621	6.12566	7.79575	6.10182	6.43015	6.34503	6.07989
ADAMTS12	4.35802	4.85041	5.01771	5.39103	4.8536	4.88645	4.6035	4.63187	4.71829	4.86999	4.82981	5.22827	4.81969
ADAMTS13	4.98546	5.46145	5.48051	5.50235	5.43407	5.38537	5.68438	5.29864	5.23946	5.58078	5.50022	5.46892	5.55257
ADAMTS14	4.13066	4.95093	4.78542	5.02376	4.87101	4.89339	4.87409	4.30228	5.36823	5.02124	5.10085	4.57392	4.82024
ADAMTS15	5.58274	6.28245	5.62008	7.45404	5.77273	5.53184	6.10171	6.11204	5.66144	6.60171	6.04338	6.88963	6.0092
ADAMTS16	4.7824	4.81338	4.62418	5.25028	4.59923	4.91282	4.88835	5.18697	4.85822	5.0147	4.78717	4.67354	5.11222
ADAMTS17	4.96252	4.38329	5.20526	5.08479	4.95148	4.97383	5.07821	4.52078	5.11713	4.82035	5.00895	4.73692	4.8516
ADAMTS18	3.84617	3.93868	3.87307	3.74002	4.1182	4.11811	3.94968	3.81822	3.93133	3.70637	3.79201	3.4977	3.67772
ADAMTS19	3.79797	3.64902	3.15913	3.76316	3.49418	3.63681	3.7811	3.79745	3.48475	3.75739	3.40174	3.33615	3.65397
ADAMTS2	5.51932	6.09832	5.648	6.47666	6.16108	5.95501	6.08667	6.14276	5.88115	5.94117	6.54137	5.94108	5.88535
ADAMTS20	2.71867	2.91904	2.99849	3.31436	3.43039	3.10113	2.85376	3.11949	2.894	3.04627	2.86922	2.80371	3.1969
ADAMTS3	5.1295	4.94387	4.37097	4.74939	5.2021	5.59694	5.44194	5.52993	4.8733	5.22245	5.55922	5.59673	5.06775
ADAMTS4	4.94811	5.31371	5.74676	5.13935	5.03994	5.05406	7.33466	5.18646	4.9304	4.81399	5.72544	5.19501	4.66831
ADAMTS5	6.28365	7.41272	6.7855	7.33914	6.68153	6.36973	6.40377	6.89225	6.11058	7.05994	6.77749	7.0199	6.8144
ADAMTS6	3.81486	3.18782	3.64168	4.0107	4.02099	3.9031	4.23402	4.05376	4.22397	3.75546	4.01262	3.61471	3.80488
ADAMTS7	6.92302	7.24636	7.02757	7.00565	6.81963	6.63798	7.37185	7.10862	6.97032	6.8233	7.23855	6.6763	7.24091
ADAMTS8	5.1239	5.12524	5.12271	5.00015	4.98602	4.89351	5.21945	4.71871	4.83886	4.83486	4.72039	4.42451	5.0381
ADAMTS9	7.05257	6.84936	6.11108	6.56975	7.22801	7.28998	7.49262	6.94667	7.05228	6.76058	7.21284	6.85692	6.25271
ADAMTSL1	5.04381	4.587795	5.095755	4.490155	5.36032	4.55871	5.349635	5.599305	4.811525	4.703135	5.251135	4.61459	4.881515
ADAMTSL2	6.33694	6.59002	6.65886	6.34379	6.54277	6.33038	6.97603	6.6178	6.58882	6.16727	6.9591	6.45381	6.57107
ADAMTSL3	6.18017	5.94427	6.55885	5.65519	6.05069	6.23381	6.96152	6.82684	5.73335	5.82585	7.08524	6.70405	5.69484
ADAMTSL4	5.69773	5.33171	5.67102	5.43101	5.80011	5.24733	6.05779	5.30741	5.37557	5.81461	5.71981	5.79168	5.26119
ADAMTSL4-AS1	4.46622	5.18451	5.10105	5.49191	5.16884	5.02701	6.81537	5.48204	5.56284	5.90881	5.44982	6.83636	5.40441
ADAMTSL5	5.11095	5.10115	5.44074	5.38159	5.18124	5.40426	5.44008	5.04416	5.70002	5.42623	5.25811	4.96125	5.36625
ADAP1	5.12618	5.82695	5.15337	6.24134	5.75559	6.52837	5.90308	4.96948	6.28322	5.90082	6.18367	6.1663	5.84401
ADAP2	7.60955	6.84929	7.28018	6.93019	7.39503	7.62581	7.05361	7.16769	7.11511	5.95979	7.91443	7.31	7.16922
ADAR	8.68822	8.35605	8.50256	8.59371	8.99415	8.6215	8.61492	8.95003	8.7613	8.24934	9.14421	8.71371	8.74268
ADARB1	6.17035	5.49865	6.07235	6.18072	7.78416	6.44555	6.78379	6.49766	7.84304	5.89697	7.22743	6.49061	6.04954
ADARB2	5.4283	5.36656	5.68226	5.77756	5.61084	6.6497	5.32637	5.3554	5.48623	5.72999	5.44844	4.94771	5.41881
ADAT1	6.89601	6.48987	7.17232	6.9281	7.5971	7.93034	6.32631	7.50681	7.34945	7.16357	7.52085	6.80738	6.86519
ADAT2	6.0382	6.14595	6.68768	7.44515	7.5247	6.36631	6.71784	7.2885	7.83393	6.79865	6.96988	6.74541	6.7254
ADAT3	6.26951	6.16177	5.90941	6.91948	6.13712	6.58936	6.53857	5.89565	6.18002	6.29912	6.41654	6.25848	5.98928
ADAT3|SCAMP4	6.35017	7.11406	6.78316	7.74235	6.37834	7.22345	7.04037	6.31365	6.26475	7.08412	6.87319	7.06048	6.6765
ADCK1	5.59361	6.71797	6.13441	6.05537	6.01148	6.87082	5.53992	5.44645	5.60369	6.24249	6.04386	6.15348	5.72345
ADCK2	5.56962	6.04785	6.17817	6.48978	6.64427	7.10376	5.9347	5.75874	7.07087	6.29177	6.35972	6.64509	6.41688
ADCK5	5.86709	5.93312	5.92403	6.21049	6.08862	5.98104	5.90175	5.77931	6.25694	5.9467	6.06786	5.96256	5.94655
ADCY1	5.39658	5.37226	5.77375	6.25253	5.57561	6.85702	5.56022	5.61923	5.43528	6.16194	6.04085	5.3596	5.59403
ADCY10	3.47598	3.25632	3.08176	3.53421	3.34122	3.31875	3.12625	3.27659	3.51959	3.38482	3.37014	2.77521	3.22741
ADCY10P1	4.19235	5.1044	5.62841	7.06304	6.26763	4.90574	6.04591	6.52035	6.79196	6.67702	5.74414	6.92827	5.63039
ADCY2	4.58772	4.49461	4.7736	4.75244	4.73385	4.77742	5.02558	5.03899	4.74882	4.77361	4.67641	4.83558	5.26172
ADCY3	6.67973	6.54017	6.45862	7.30578	8.27031	7.03518	7.15701	7.70677	8.09064	6.95517	7.93731	7.51445	6.77782
ADCY4	6.41251	6.42887	6.95163	6.9784	7.34987	6.48396	7.73103	6.97934	7.04726	6.75395	6.9702	7.25457	7.63112
ADCY5	3.9663	4.07545	4.31094	4.77273	5.50542	4.64123	5.02122	4.9501	5.54925	5.00879	5.19272	4.72178	4.58421
ADCY6	6.65874	6.99591	6.673	6.99481	6.59696	7.29354	7.15134	6.74392	6.44553	7.30007	7.07857	7.21078	6.97994
ADCY7	6.68968	6.29943	6.87943	5.52215	8.1664	6.41274	6.87052	6.93655	8.42459	5.68756	7.83479	6.60924	6.13475
ADCY8	4.06405	3.96166	3.42184	3.76123	4.22718	3.99677	3.93755	3.58346	4.17107	4.24241	3.97473	3.97963	4.24586
ADCY9	6.75441	8.10186	7.31944	8.2681	7.03801	8.577	7.78539	6.94571	6.34449	8.02605	7.81201	8.22556	7.88977
ADCYAP1	5.31795	4.61075	4.57643	4.90462	4.6029	4.81435	5.01877	4.81279	4.64413	4.74439	5.01975	4.51942	5.09885
ADCYAP1R1	4.62875	5.65909	4.75445	5.94926	5.86869	4.6935	4.98386	5.77797	5.3679	5.64635	5.59223	5.32614	4.96977
ADD1	8.85728	9.03395	9.1551	8.70949	8.47434	8.47393	8.41029	8.33875	8.3067	8.26274	8.52228	8.42317	8.13127
ADD2	5.20489	4.44787	4.83825	5.45416	5.27484	6.76069	4.90035	4.78983	5.08529	4.93243	7.104	4.32191	4.00135
ADD3	9.50987	10.1361	9.46314	9.32483	9.46839	9.26908	9.29735	9.54271	9.50462	9.55207	9.56455	9.37867	9.82045
ADGB	2.77054	2.85286	2.68979	2.44537	2.66932	2.4624	2.65846	2.6709	2.3676	2.64427	2.43867	2.32024	3.06708
ADGRA1	5.45867	5.39189	5.42749	5.40822	5.30281	5.25798	5.4364	5.24555	5.05069	5.22192	5.28214	4.88128	5.00421
ADGRA2	6.50686	6.51645	6.93844	7.27199	7.47423	7.09874	7.38256	7.02211	7.5317	7.25411	7.63985	7.67459	7.0803
ADGRA3	6.30919	7.99945	6.77459	7.55496	6.25561	6.60289	7.51502	6.38983	5.63047	7.70775	7.02893	8.00219	7.51244
ADGRA3P1|ADGRA3	8.05396	9.25893	8.52999	8.52878	6.97248	7.78779	8.66445	7.09021	6.69969	8.84279	7.75179	8.93552	8.59144
ADGRB1	5.11724	5.57699	5.49793	5.4578	5.43905	5.37895	5.46118	5.50344	5.67096	5.33051	5.34156	5.10842	5.11729
ADGRB2	5.14447	6.20186	6.19734	6.10396	6.02372	6.21691	5.97569	6.47321	5.90338	6.56367	6.77237	6.05755	5.68474
ADGRB3	4.14912	3.86089	4.18769	3.69704	3.98243	3.43319	3.7928	4.23583	3.70205	4.04596	4.09026	4.11955	3.52721
ADGRD1	6.70413	8.45223	7.50119	9.38236	6.61852	8.70068	8.01272	6.94977	5.66746	6.64163	7.6487	8.11057	7.54829
ADGRD2	5.1266	5.57632	5.44001	5.47977	5.45393	5.4118	5.40333	5.3554	5.63032	5.83237	5.41933	5.28569	5.46859
ADGRE1	4.06667	3.62861	3.73509	4.08802	3.88921	4.04418	4.40633	5.61799	4.04354	3.56569	4.11239	3.92407	3.68218
ADGRE2	6.51473	5.05522	5.7273	5.17562	6.92096	6.25052	6.26587	6.90459	6.41572	5.49828	6.87737	5.53681	5.57796
ADGRE3	4.14455	3.86323	4.38867	3.59883	4.78991	3.95162	5.15893	4.22959	4.94	4.1202	4.49925	3.80894	4.27237
ADGRE4P	4.33181	4.31955	4.15092	3.90623	5.65636	4.14773	4.75943	4.55866	5.5315	3.99186	4.88506	4.2695	4.40848
ADGRE5	8.13899	7.7751	8.50437	8.30794	9.23832	8.96571	8.88427	9.12726	9.14236	7.52901	9.23619	8.43938	7.98557
ADGRF1	7.61222	7.46958	6.46323	9.26976	5.98486	7.56886	7.40386	6.05424	5.8506	7.61005	6.80878	8.4838	8.31357
ADGRF2	2.79004	3.14015	3.51081	3.64943	3.00523	3.13744	3.16246	3.1455	3.5024	3.2867	3.36494	3.07378	2.83329
ADGRF3	5.24146	5.34408	5.11769	5.33571	5.18365	5.269	5.03045	5.10069	5.32884	5.28026	5.04947	4.95311	5.0919
ADGRF4|ADGRF2	3.24345	2.62875	2.86111	2.86647	2.83864	2.69705	2.91753	3.00093	2.75788	3.18212	2.94834	2.78551	3.085
ADGRF5	7.89207	8.79892	7.88845	8.72172	7.3774	7.59181	8.17625	8.2152	6.5827	8.53679	7.65619	8.51827	8.49912
ADGRG1	8.52459	10.6173	10.0812	11.2557	8.82347	11.7795	9.96498	9.67699	7.65917	10.717	9.87397	10.217	9.75027
ADGRG2	5.79398	5.50289	5.80085	5.57971	5.31343	5.15292	4.99833	5.46219	5.71038	5.0249	5.21342	5.42028	5.34865
ADGRG3	4.68449	4.82791	5.02978	5.07072	4.88392	5.00525	5.47928	4.48096	4.59211	5.61713	5.04223	4.84279	5.53009
ADGRG4	2.86206	2.80353	3.21266	3.16608	2.87457	2.55772	2.63509	3.76037	3.22291	3.09747	2.75403	2.6403	3.11114
ADGRG5	6.38839	5.4466	5.95654	5.49945	7.67425	5.97638	6.25593	6.6134	8.09231	5.29138	6.94673	5.9935	5.65721
ADGRG6	6.21821	4.94813	5.34774	6.77882	5.50561	5.43153	5.32247	6.42834	5.53634	5.24157	6.12774	5.34531	5.5132
ADGRG7	2.57611	2.82726	2.70948	3.11253	3.24929	2.74646	2.58321	2.78329	2.52775	3.1324	2.85351	2.82056	2.88404
ADGRL1	6.53803	8.23382	6.58874	8.3605	7.36032	8.13519	7.63136	7.02293	6.80001	8.10389	7.67983	8.18958	7.36456
ADGRL2	8.6326	9.77234	8.5369	9.83688	8.54056	8.95119	9.09613	9.32651	7.37496	9.52402	9.24012	9.6258	9.61808
ADGRL3	3.64047	3.3253	3.6602	3.49598	4.7457	3.54376	4.80996	4.38477	3.74388	4.40663	3.7459	3.56992	3.93812
ADGRL4	9.03863	8.03197	8.15114	8.43332	8.20755	7.8849	8.25915	8.50401	6.62219	8.29884	8.32125	8.19675	8.45231
ADGRV1	4.80086	6.00036	5.1705	6.1576	4.47618	5.48111	5.50681	4.60026	4.05188	5.93703	5.14752	6.50926	5.54977
ADH1A	4.64278	4.29755	5.42597	3.2063	4.81723	4.22924	5.02917	6.07096	4.53555	5.3079	4.4282	5.21649	4.93978
ADH1B	6.76478	5.0402	6.94024	4.04413	6.59226	4.40641	7.2165	7.11806	5.62895	6.92928	5.58889	7.09811	6.34108
ADH1C	5.11215	4.23308	5.48043	3.51242	5.32057	3.61987	5.42279	5.57295	4.60133	5.16034	5.64611	6.35128	5.78267
ADH4	2.81924	2.62344	2.54757	2.84047	2.76159	2.79661	2.60884	2.45722	2.37546	2.55794	2.66564	2.23444	2.57978
ADH5	7.83158	7.92495	7.94161	7.98747	7.91492	7.75738	7.97933	7.74221	7.46712	8.19912	8.13256	8.32711	8.36415
ADH6	2.66017	2.61383	3.10932	3.30791	2.71554	2.50514	2.45401	2.83764	2.53262	2.48274	2.74307	2.44612	2.91618
ADH7	3.12758	2.92655	2.68943	3.20996	2.73032	2.8343	2.88495	3.25671	3.25112	2.91015	3.0017	2.95774	3.07274
ADHFE1	5.1661	7.16177	7.21181	7.9263	6.54982	6.56752	7.45797	6.5411	6.60065	7.18477	6.53339	7.68278	7.04029
ADI1	8.49186	8.24328	7.52825	8.45927	8.52001	9.06652	8.35249	8.66039	8.47345	8.90627	8.83513	8.57457	9.21948
ADIPOQ	4.33079	4.08739	4.26987	4.44404	4.15867	3.80356	4.17134	4.20305	3.99062	4.14462	4.03934	4.68078	4.46213
ADIPOR1	10.1695	10.8783	10.7286	10.1074	9.63888	10.1335	9.76182	10.137	9.38068	10.1967	9.81127	9.95253	10.2755
ADIPOR2	8.79739	8.65854	8.1219	8.53247	8.30401	8.53368	8.19845	8.49726	7.57183	8.34278	8.59716	8.55285	8.15317
ADISSP	5.281185	5.793195	5.74086	6.08203	5.94985	6.098225	5.785835	5.570085	6.07929	5.856715	5.78345	5.85627	5.757795
ADK	8.13752	7.91892	7.30926	8.18606	8.13365	8.10099	7.58338	8.05359	7.86132	7.98717	7.93787	8.10583	8.28275
ADM	6.67034	6.50766	6.473	7.33879	6.31604	6.67612	6.7984	5.54682	6.24251	6.20442	6.66297	6.40253	5.80655
ADM2	5.98218	6.72681	6.81439	7.28382	6.44921	8.24818	6.65766	6.4876	6.76269	6.98647	6.82251	6.74578	6.92288
ADNP	8.05981	7.65648	7.6155	8.00502	8.4922	7.71424	8.12415	8.17712	8.22985	8.26021	8.26436	8.25649	8.14223
ADNP2	6.08644	6.17662	5.91326	6.75154	6.0471	6.48134	6.18793	6.20482	6.09328	6.24814	6.6243	6.45025	5.93753
